Date,IBIT Close,BTC Close,NAV Estimate,Premium/Discount (bps),Cost (bps),Create Signal,Redeem Signal,Spread Captured (bps),P&L Per Trade (USD)
2024-05-23,38.2700,67929.56,39.9768,-426.95,12.21,false,true,414.74,63488.29
2024-05-24,39.4600,68526.10,40.3279,-215.20,12.02,false,true,203.18,32070.18
2024-05-28,38.9800,68296.22,40.1926,-301.69,12.09,false,true,289.60,45153.97
2024-05-29,38.3200,67578.09,39.7699,-364.58,12.20,false,true,352.39,54013.81
2024-05-30,39.1600,68364.99,40.2330,-266.71,12.06,false,true,254.64,39887.11
2024-05-31,38.5500,67491.41,39.7189,-294.30,12.16,false,true,282.14,43506.28
2024-06-03,39.4400,68804.78,40.4919,-259.77,12.02,false,true,247.75,39084.91
2024-06-04,40.1700,70567.77,41.5294,-327.33,11.91,false,true,315.42,50681.42
2024-06-05,40.6700,71082.82,41.8325,-277.89,11.84,false,true,266.05,43281.55
2024-06-06,40.1600,70757.16,41.6408,-355.62,11.91,false,true,343.71,55213.44
2024-06-07,39.4200,69342.59,40.8084,-340.21,12.02,false,true,328.19,51749.02
2024-06-10,39.5900,69512.28,40.9082,-322.24,12.00,false,true,310.24,49129.74
2024-06-11,38.4300,67332.03,39.6251,-301.61,12.18,false,true,289.43,44491.44
2024-06-12,38.4500,68241.19,40.1602,-425.84,12.18,false,true,413.66,63621.43
2024-06-13,37.9000,66756.40,39.2864,-352.89,12.27,false,true,340.62,51638.55
2024-06-14,37.3000,66011.09,38.8478,-398.42,12.37,false,true,386.05,57598.79
2024-06-17,37.9800,66490.30,39.1298,-293.84,12.25,false,true,281.58,42778.21
2024-06-18,36.6400,65140.75,38.3356,-442.29,12.48,false,true,429.81,62993.39
2024-06-20,37.0400,64828.66,38.1519,-291.44,12.41,false,true,279.03,41340.64
2024-06-21,36.5800,64096.20,37.7208,-302.44,12.49,false,true,289.95,42425.55
2024-06-24,33.7650,60277.41,35.4735,-481.62,13.03,false,true,468.59,63287.27
2024-06-25,35.3000,61804.64,36.3723,-294.80,12.73,false,true,282.07,39828.51
2024-06-26,34.7100,60811.28,35.7877,-301.12,12.84,false,true,288.28,40025.13
2024-06-27,34.9800,61604.80,36.2546,-351.58,12.79,false,true,338.79,47403.75
2024-06-28,34.1400,60320.14,35.4986,-382.72,12.96,false,true,369.77,50495.41
2024-07-01,36.0000,62851.98,36.9886,-267.28,12.60,false,true,254.68,36673.68
2024-07-02,35.2200,62029.02,36.5043,-351.82,12.74,false,true,339.08,47769.20
2024-07-03,34.4400,60173.92,35.4126,-274.64,12.90,false,true,261.74,36057.80
2024-07-05,32.2000,56662.38,33.3460,-343.67,13.38,false,true,330.30,42542.17
2024-07-08,32.1600,56705.10,33.3712,-362.93,13.38,false,true,349.55,44966.00
2024-07-09,32.9600,58009.23,34.1386,-345.25,13.21,false,true,332.04,43776.78
2024-07-10,32.6700,57742.50,33.9817,-385.99,13.27,false,true,372.72,48707.43
2024-07-11,32.7000,57344.91,33.7477,-310.45,13.26,false,true,297.18,38871.64
2024-07-12,32.8500,57899.46,34.0740,-359.23,13.23,false,true,346.00,45464.49
2024-07-15,36.1500,64870.15,38.1763,-530.78,12.57,false,true,518.21,74932.91
2024-07-16,37.1700,65097.15,38.3099,-297.55,12.39,false,true,285.16,42397.47
2024-07-17,36.8400,64118.79,37.7341,-236.96,12.45,false,true,224.51,33083.90
2024-07-18,36.2200,63974.07,37.6490,-379.55,12.56,false,true,366.99,53169.89
2024-07-19,38.4000,66710.16,39.2592,-218.84,12.18,false,true,206.66,31742.87
2024-07-22,38.9300,67585.25,39.7742,-212.24,12.10,false,true,200.14,31165.46
2024-07-23,37.3400,65927.67,38.7987,-375.96,12.36,false,true,363.60,54307.06
2024-07-24,37.4200,65372.13,38.4717,-273.38,12.35,false,true,261.03,39071.26
2024-07-25,36.8300,65777.23,38.7101,-485.69,12.45,false,true,473.25,69718.65
2024-07-26,38.7900,67912.06,39.9665,-294.37,12.12,false,true,282.25,43793.38
2024-07-29,38.3400,66819.91,39.3238,-250.17,12.19,false,true,237.97,36495.74
2024-07-30,37.5500,66201.02,38.9595,-361.79,12.32,false,true,349.47,52490.36
2024-07-31,37.1800,64619.25,38.0287,-223.16,12.39,false,true,210.78,31346.50
2024-08-01,36.0700,65357.50,38.4631,-622.19,12.58,false,true,609.60,87953.36
2024-08-02,35.6100,61415.07,36.1430,-147.47,12.67,false,true,134.80,19200.39
2024-08-05,30.4800,53991.46,31.7742,-407.30,13.79,false,true,393.51,47976.66
2024-08-06,32.3400,56034.32,32.9764,-192.99,13.34,false,true,179.64,23238.40
2024-08-07,31.1900,55027.46,32.3839,-368.66,13.61,false,true,355.04,44295.22
